window,entry_thr,exit_ratio,trades,win_rate,pf,total_pnl,propagation_rate,cost_model
12,0.0015,1.0,244,0.3360655737704918,0.8188202812586929,-11.079614560707457,0.9754098360655737,Realistic
3,0.002,0.8,44,0.45454545454545453,0.8149445247004502,-2.0788644937513587,1.0,Realistic
6,0.0005,0.1,3108,0.33204633204633205,0.8104113268895551,-148.82603709164863,0.9745817245817245,Realistic
24,0.002,0.1,214,0.2897196261682243,0.8097561035146418,-6.657467489607825,0.9953271028037384,Realistic
12,0.001,0.8,730,0.3698630136986301,0.8048091611437217,-37.31122303020351,0.9780821917808219,Realistic
12,0.003,0.5,49,0.3877551020408163,0.8035207831561705,-2.0393609541985804,0.9795918367346939,Realistic
3,0.002,1.0,44,0.4318181818181818,0.7962038877689697,-2.276830382568373,0.9772727272727273,Realistic
3,0.003,0.5,18,0.4444444444444444,0.7812071535344901,-0.9550823256454881,0.9444444444444444,Realistic
6,0.003,0.8,30,0.36666666666666664,0.7723349300218174,-1.524942871079201,1.0,Realistic
24,0.002,0.2,191,0.2931937172774869,0.7546601988625161,-9.146692452374205,1.0,Realistic
12,0.0005,1.0,2925,0.3312820512820513,0.748054209845026,-294.0690393546072,0.9774358974358974,Realistic
12,0.0005,0.8,3059,0.33801896044458973,0.7424739081448565,-290.36637607859916,0.9784243216737496,Realistic
12,0.0005,0.5,3344,0.333133971291866,0.7408553068185308,-285.5678499483879,0.9766746411483254,Realistic
12,0.001,1.0,718,0.34540389972144847,0.7334427927382567,-56.19464653629675,0.9805013927576601,Realistic
12,0.0005,0.2,3843,0.3289097059588863,0.728342681097055,-298.58289945551655,0.9771012230028624,Realistic
24,0.0005,0.8,3185,0.2957613814756672,0.717553587467562,-384.69073943608475,0.9802197802197802,Realistic
24,0.001,0.5,1010,0.3306930693069307,0.7159740939553897,-76.04744883395176,0.9841584158415841,Realistic
12,0.003,0.1,54,0.3333333333333333,0.7139026459823108,-2.774842589481371,0.9814814814814815,Realistic
3,0.003,0.1,18,0.5,0.7135090996094623,-1.1187025341024746,1.0,Realistic
24,0.0015,0.1,481,0.3305613305613306,0.7125676984275588,-24.07273388870553,0.9875259875259875,Realistic
24,0.0005,1.0,3019,0.2858562437893342,0.7008026922402396,-409.6184405159944,0.9784696919509771,Realistic
24,0.001,0.2,1256,0.3184713375796178,0.6978837995026886,-78.33762957803435,0.9808917197452229,Realistic
12,0.0005,0.1,4098,0.32406051732552466,0.6932437648723726,-342.81553516586956,0.9741337237676916,Realistic
24,0.001,0.1,1431,0.3053808525506639,0.6926648161504456,-79.42705589432742,0.9853249475890985,Realistic
24,0.001,1.0,903,0.31561461794019935,0.6918464518874236,-92.13036197241365,0.9767441860465116,Realistic
24,0.001,0.8,946,0.31606765327695563,0.6880997763748173,-91.05078667482857,0.9788583509513742,Realistic
12,0.003,0.8,49,0.3469387755102041,0.6846881518968309,-3.375413882984698,1.0,Realistic
24,0.0005,0.5,3655,0.3006839945280438,0.6843551823352184,-437.0339102928268,0.9824897400820793,Realistic
24,0.0015,1.0,339,0.3008849557522124,0.6625935698873442,-37.64975738385776,0.9911504424778761,Realistic
24,0.0015,0.8,345,0.3072463768115942,0.65785535823375,-36.54142395100129,0.9739130434782609,Realistic
24,0.0015,0.2,428,0.3177570093457944,0.6544074486730139,-30.888157365391045,0.9883177570093458,Realistic
3,0.003,0.2,18,0.5555555555555556,0.6522662271096318,-1.4460881948149726,1.0,Realistic
24,0.0015,0.5,364,0.29945054945054944,0.6473298578441434,-34.940736747881715,0.9752747252747253,Realistic
24,0.0005,0.2,4384,0.3061131386861314,0.6410563370161139,-508.7075118549909,0.980155109489051,Realistic
24,0.0005,0.1,4759,0.31077957554108004,0.6398859440671046,-511.17696247750314,0.9802479512502627,Realistic
12,0.003,1.0,49,0.32653061224489793,0.629313690632456,-4.009088986014431,0.9795918367346939,Realistic
24,0.002,0.5,174,0.3045977011494253,0.5978003095453261,-18.86133490714839,0.9770114942528736,Realistic
24,0.002,0.8,172,0.3081395348837209,0.581423590250749,-22.09634640056457,0.9941860465116279,Realistic
24,0.003,0.8,61,0.3770491803278688,0.5767535365885265,-6.2336987742506365,1.0,Realistic
24,0.002,1.0,171,0.29239766081871343,0.561137071693958,-25.189404337161854,0.9941520467836257,Realistic
24,0.003,1.0,61,0.3770491803278688,0.5449612344705396,-6.97921628832987,1.0,Realistic
3,0.003,0.8,18,0.3333333333333333,0.5260631578202938,-2.0831601194705724,1.0,Realistic
6,0.003,0.1,33,0.36363636363636365,0.5238713155810582,-3.226311694756882,0.9696969696969697,Realistic
6,0.003,0.2,32,0.34375,0.5135949588915204,-3.290192382780814,0.9375,Realistic
3,0.003,1.0,18,0.2777777777777778,0.4923401610013398,-2.343893883132849,1.0,Realistic
24,0.003,0.5,61,0.3770491803278688,0.48405967459316634,-7.248667737814573,1.0,Realistic
6,0.003,0.5,31,0.3225806451612903,0.4803046612761382,-3.757657642570392,1.0,Realistic
