pair,source_pair,case_type,direction,entry_time,exit_time,exit_reason,propagation,pnl_pct,entry_spread
GBPJPY,GBPJPY,B,LONG,2023-01-23 04:25:00,2023-01-23 08:05:00,spread_reduced,Pseudo,0.21531866549195922,-0.0035776525058963705
AUDJPY,AUDJPY,B,LONG,2023-01-23 04:25:00,2023-01-23 08:05:00,spread_reduced,Real,0.6363899206799732,-0.0035776525058963606
NZDJPY,NZDJPY,B,LONG,2023-01-23 04:25:00,2023-01-23 08:05:00,spread_reduced,Real,0.4739792710513058,-0.003577652505896363
CHFJPY,CHFJPY,B,LONG,2023-01-23 04:25:00,2023-01-23 08:05:00,spread_reduced,Pseudo,0.45733722759907136,-0.0035776525058963627
USDJPY,USDJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Pseudo,-0.03410044381964757,-0.003334466070403949
EURJPY,EURJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Pseudo,-0.012284997070621806,-0.003334466070403941
GBPJPY,GBPJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Pseudo,-0.011662675875508585,-0.003334466070403953
AUDJPY,AUDJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Pseudo,-0.1625839340791598,-0.003334466070403943
NZDJPY,NZDJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Both,-0.08603604207437407,-0.0033344660704039443
CHFJPY,CHFJPY,B,LONG,2023-01-23 15:55:00,2023-01-23 16:30:00,spread_reduced,Pseudo,-0.003325012092973238,-0.0033344660704039443
USDJPY,USDJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,-0.4828342754578663,-0.0031185843890110454
EURJPY,EURJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,-0.47768955311107886,-0.003118584389011037
GBPJPY,GBPJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,-0.27891390110533026,-0.0031185843890110497
AUDJPY,AUDJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,0.14519581475972804,-0.0031185843890110397
NZDJPY,NZDJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,-0.014237715306860318,-0.003118584389011041
CHFJPY,CHFJPY,B,LONG,2023-01-24 14:45:00,2023-01-24 15:25:00,spread_reduced,Pseudo,-0.13618795378981624,-0.0031185843890110406
USDJPY,USDJPY,B,SHORT,2023-01-24 16:55:00,2023-01-24 17:25:00,spread_reduced,Real,0.05483623064715208,0.003721940042018899
EURJPY,EURJPY,B,SHORT,2023-01-24 17:00:00,2023-01-24 17:25:00,spread_reduced,Real,-0.1349024130175014,0.0038684146100261855
GBPJPY,GBPJPY,B,SHORT,2023-01-24 17:00:00,2023-01-24 17:25:00,spread_reduced,Real,-0.09277662088632196,0.0038684146100261742
AUDJPY,AUDJPY,B,SHORT,2023-01-24 17:00:00,2023-01-24 17:25:00,spread_reduced,Pseudo,-0.15312100654196747,0.0038684146100261847
NZDJPY,NZDJPY,B,SHORT,2023-01-24 17:00:00,2023-01-24 17:25:00,spread_reduced,Real,-0.14045679389914265,0.0038684146100261825
CHFJPY,CHFJPY,B,SHORT,2023-01-24 17:00:00,2023-01-24 17:25:00,spread_reduced,Pseudo,-0.07010554601542356,0.003868414610026183
USDJPY,USDJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Real,-0.18665522976500187,-0.0030548922428776017
EURJPY,EURJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Real,-0.1200694655789647,-0.003054892242877594
GBPJPY,GBPJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Real,-0.13955254952354354,-0.003054892242877605
AUDJPY,AUDJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Real,-0.1037487477680658,-0.003054892242877595
NZDJPY,NZDJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Real,-0.09191661376874624,-0.003054892242877597
CHFJPY,CHFJPY,B,LONG,2023-01-25 03:50:00,2023-01-25 04:35:00,spread_reduced,Neither,-0.16232356096914277,-0.003054892242877596
USDJPY,USDJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.4249949618736667,0.003997486912870342
EURJPY,EURJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.5214673271573175,0.003997486912870349
GBPJPY,GBPJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.5162012068438508,0.003997486912870337
AUDJPY,AUDJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.5489435977384568,0.0039974869128703485
NZDJPY,NZDJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.3337835696550958,0.003997486912870346
CHFJPY,CHFJPY,B,SHORT,2023-01-25 09:05:00,2023-01-25 12:00:00,spread_reduced,Pseudo,0.036415512051413135,0.003997486912870347
USDJPY,USDJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Both,-0.08637917168112057,0.0031136153612409453
EURJPY,EURJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Pseudo,-0.3248574989492825,0.003113615361240953
GBPJPY,GBPJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Pseudo,-0.3175331457367925,0.003113615361240942
AUDJPY,AUDJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Pseudo,-0.2846410682397401,0.003113615361240952
NZDJPY,NZDJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Pseudo,-0.1719006050030873,0.00311361536124095
CHFJPY,CHFJPY,B,SHORT,2023-01-25 12:30:00,2023-01-25 12:55:00,spread_reduced,Pseudo,-0.31686591400289144,0.0031136153612409513
EURJPY,EURJPY,B,SHORT,2023-01-25 15:20:00,2023-01-25 15:35:00,spread_reduced,Real,-0.057183952712295635,0.0030054722059863854
GBPJPY,GBPJPY,B,SHORT,2023-01-25 15:20:00,2023-01-25 15:35:00,spread_reduced,Real,-0.027249877093867468,0.003005472205986374
AUDJPY,AUDJPY,B,SHORT,2023-01-25 15:20:00,2023-01-25 15:35:00,spread_reduced,Real,-0.08120901141273063,0.0030054722059863846
NZDJPY,NZDJPY,B,SHORT,2023-01-25 15:20:00,2023-01-25 15:35:00,spread_reduced,Real,0.019772975775507927,0.003005472205986383
CHFJPY,CHFJPY,B,SHORT,2023-01-25 15:20:00,2023-01-25 15:35:00,spread_reduced,Real,-0.10626632941372154,0.0030054722059863833
USDJPY,USDJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,0.20528088462138755,-0.003086279613048358
EURJPY,EURJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,-0.1252118866065799,-0.003086279613048351
GBPJPY,GBPJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,-0.19178131128285333,-0.0030862796130483633
AUDJPY,AUDJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,-0.24387001687884807,-0.003086279613048351
NZDJPY,NZDJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,-0.2554919768778345,-0.0030862796130483538
CHFJPY,CHFJPY,B,LONG,2023-01-26 08:10:00,2023-01-26 09:30:00,spread_reduced,Pseudo,-0.05987640944267921,-0.0030862796130483533
AUDJPY,AUDJPY,B,LONG,2023-01-26 14:30:00,2023-01-26 15:05:00,stop,Pseudo,-0.5062224691192996,-0.0035955639126131426
USDJPY,USDJPY,B,LONG,2023-01-26 14:20:00,2023-01-26 15:35:00,spread_reduced,Both,0.2860475983831323,-0.0034219066712524514
EURJPY,EURJPY,B,LONG,2023-01-26 14:20:00,2023-01-26 15:35:00,spread_reduced,Pseudo,-0.18327722416537168,-0.0034219066712524444
GBPJPY,GBPJPY,B,LONG,2023-01-26 14:20:00,2023-01-26 15:35:00,spread_reduced,Pseudo,-0.25490940801714546,-0.003421906671252456
CHFJPY,CHFJPY,B,LONG,2023-01-26 14:20:00,2023-01-26 15:35:00,spread_reduced,Pseudo,-0.4976859704730793,-0.0034219066712524466
NZDJPY,NZDJPY,B,LONG,2023-01-26 14:30:00,2023-01-26 15:35:00,spread_reduced,Pseudo,-0.4330913075401381,-0.003595563912613146
AUDJPY,AUDJPY,B,LONG,2023-01-26 15:20:00,2023-01-26 15:35:00,spread_reduced,Pseudo,-0.2603571232933274,-0.003067014761400249
CHFJPY,CHFJPY,B,LONG,2023-01-30 00:05:00,2023-01-30 02:05:00,spread_reduced,Pseudo,0.11179325389561642,-0.003033280342094624
USDJPY,USDJPY,B,LONG,2023-01-30 00:55:00,2023-01-30 02:05:00,spread_reduced,Pseudo,0.191915196998238,-0.0031051554182090373
EURJPY,EURJPY,B,LONG,2023-01-30 00:55:00,2023-01-30 02:05:00,spread_reduced,Pseudo,0.10611021084501923,-0.0031051554182090313
GBPJPY,GBPJPY,B,LONG,2023-01-30 00:55:00,2023-01-30 02:05:00,spread_reduced,Pseudo,0.012623959688484732,-0.003105155418209043
AUDJPY,AUDJPY,B,LONG,2023-01-30 00:55:00,2023-01-30 02:05:00,spread_reduced,Pseudo,-0.1334919489222227,-0.003105155418209031
NZDJPY,NZDJPY,B,LONG,2023-01-30 00:55:00,2023-01-30 02:05:00,spread_reduced,Pseudo,0.0754120127007448,-0.003105155418209034
USDJPY,USDJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Pseudo,0.3807859354417557,0.0035586286557697556
EURJPY,EURJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Real,0.4545676551462134,0.003558628655769762
GBPJPY,GBPJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Real,0.3699141594461497,0.0035586286557697504
AUDJPY,AUDJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Real,0.36555886916883606,0.003558628655769762
NZDJPY,NZDJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Real,0.38719775615266483,0.003558628655769759
CHFJPY,CHFJPY,B,SHORT,2023-01-30 03:55:00,2023-01-30 06:05:00,spread_reduced,Pseudo,0.3194357898567701,0.003558628655769761
USDJPY,USDJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Both,-0.04578644706894804,-0.0032100741014380483
EURJPY,EURJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Pseudo,0.291088737873794,-0.0032100741014380423
GBPJPY,GBPJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Both,0.309330596937607,-0.0032100741014380527
AUDJPY,AUDJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Pseudo,0.1926486321720544,-0.003210074101438042
NZDJPY,NZDJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Pseudo,0.5153147068266788,-0.003210074101438044
CHFJPY,CHFJPY,B,LONG,2023-01-30 08:15:00,2023-01-30 10:35:00,spread_reduced,Pseudo,0.386542245642015,-0.0032100741014380427
USDJPY,USDJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Both,0.09321810147770264,-0.0032133135368425337
EURJPY,EURJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Both,0.12094098972229943,-0.0032133135368425264
GBPJPY,GBPJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Pseudo,0.19529510758316734,-0.0032133135368425385
AUDJPY,AUDJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Pseudo,0.20981157960516436,-0.003213313536842527
NZDJPY,NZDJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Pseudo,-0.07957598125587126,-0.0032133135368425294
CHFJPY,CHFJPY,B,LONG,2023-01-31 16:05:00,2023-01-31 17:50:00,spread_reduced,Pseudo,0.27845501169358283,-0.003213313536842529
USDJPY,USDJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,-0.0680822557848256,-0.0031685827999149664
EURJPY,EURJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,0.029513860995441142,-0.00316858279991496
GBPJPY,GBPJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,-0.01838555862776481,-0.0031685827999149716
AUDJPY,AUDJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,-0.057252744046998316,-0.0031685827999149594
NZDJPY,NZDJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,-0.06978162662094982,-0.003168582799914962
CHFJPY,CHFJPY,B,LONG,2023-02-01 04:50:00,2023-02-01 06:10:00,spread_reduced,Pseudo,-0.025655237559892484,-0.003168582799914962
USDJPY,USDJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.05286624854998016,0.0033035638378996926
EURJPY,EURJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.10249201077690748,0.0033035638378996995
GBPJPY,GBPJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.05173423783103963,0.003303563837899687
AUDJPY,AUDJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.06639957203102842,0.003303563837899699
NZDJPY,NZDJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.029054553759011448,0.003303563837899697
CHFJPY,CHFJPY,B,SHORT,2023-02-01 09:10:00,2023-02-01 10:35:00,spread_reduced,Pseudo,-0.1103641222801599,0.0033035638378996974
USDJPY,USDJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Both,0.0867700257822605,0.0031717833029538834
EURJPY,EURJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Pseudo,-0.15057810455916995,0.0031717833029538903
GBPJPY,GBPJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Real,0.3084526506104135,0.003171783302953878
AUDJPY,AUDJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Pseudo,0.2827639647977424,0.0031717833029538903
NZDJPY,NZDJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Pseudo,0.3883214262427326,0.0031717833029538877
CHFJPY,CHFJPY,B,SHORT,2023-02-01 14:55:00,2023-02-01 15:55:00,spread_reduced,Real,-0.2594735709117539,0.003171783302953888
USDJPY,USDJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,0.02437154200803556,-0.0031029362736316214
EURJPY,EURJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,-0.008167916432063235,-0.0031029362736316145
GBPJPY,GBPJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,-0.12127478723746496,-0.0031029362736316275
AUDJPY,AUDJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,0.06691999021217014,-0.0031029362736316153
NZDJPY,NZDJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,0.15428812093550479,-0.003102936273631618
CHFJPY,CHFJPY,B,LONG,2023-02-01 20:00:00,2023-02-01 21:00:00,spread_reduced,Real,0.012516843487723566,-0.0031029362736316175
GBPJPY,GBPJPY,B,LONG,2023-02-01 21:40:00,2023-02-01 21:45:00,spread_reduced,Pseudo,-0.06540264023942774,-0.003449272932609552
USDJPY,USDJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Pseudo,-0.2112712335483232,0.003278003844609742
EURJPY,EURJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Real,-0.2741135961635832,0.00327800384460975
GBPJPY,GBPJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Pseudo,-0.22911047068230328,0.0032780038446097374
AUDJPY,AUDJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Real,-0.17827592058964709,0.00327800384460975
NZDJPY,NZDJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Pseudo,-0.43770884238862146,0.003278003844609748
CHFJPY,CHFJPY,B,SHORT,2023-02-02 00:10:00,2023-02-02 00:55:00,spread_reduced,Real,-0.23422744192147515,0.0032780038446097474
USDJPY,USDJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Pseudo,-0.34576719504930686,0.0031603409959865083
EURJPY,EURJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Pseudo,1.0457445261225127,0.0031603409959865157
GBPJPY,GBPJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Pseudo,-0.004185060533975124,0.003160340995986504
AUDJPY,AUDJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Pseudo,0.5794546917556691,0.0031603409959865157
NZDJPY,NZDJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Both,0.5870917862133193,0.0031603409959865135
CHFJPY,CHFJPY,B,SHORT,2023-02-02 12:20:00,2023-02-02 15:00:00,spread_reduced,Pseudo,0.25366253147810863,0.0031603409959865135
USDJPY,USDJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Real,0.14409906767298697,0.0030469184145936593
EURJPY,EURJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Pseudo,-0.19647949793314784,0.003046918414593667
GBPJPY,GBPJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Pseudo,-0.24459762697951842,0.003046918414593655
AUDJPY,AUDJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Pseudo,-0.28177150500974246,0.003046918414593668
NZDJPY,NZDJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Pseudo,-0.2823180306886405,0.003046918414593665
CHFJPY,CHFJPY,B,SHORT,2023-02-02 15:10:00,2023-02-02 15:15:00,spread_reduced,Pseudo,-0.08598261335975485,0.0030469184145936645
NZDJPY,NZDJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 14:00:00,stop,Pseudo,-0.5364268059656063,-0.00362032096044119
USDJPY,USDJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 16:40:00,spread_reduced,Pseudo,1.2777356932900017,-0.0036203209604411942
EURJPY,EURJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 16:40:00,spread_reduced,Pseudo,1.1088912132330246,-0.0036203209604411873
GBPJPY,GBPJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 16:40:00,spread_reduced,Pseudo,0.5305924044878285,-0.0036203209604412003
AUDJPY,AUDJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 16:40:00,spread_reduced,Pseudo,0.30473140651661923,-0.0036203209604411877
CHFJPY,CHFJPY,B,LONG,2023-02-03 13:40:00,2023-02-03 16:40:00,spread_reduced,Pseudo,0.6472326679839435,-0.0036203209604411903
NZDJPY,NZDJPY,B,LONG,2023-02-03 14:05:00,2023-02-03 16:40:00,spread_reduced,Pseudo,0.10835501844737769,-0.0034661185600688652
USDJPY,USDJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,-0.1459811403444755,0.0032913790466770434
EURJPY,EURJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,-0.03169401761693447,0.00329137904667705
GBPJPY,GBPJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,-0.04214534491723636,0.003291379046677038
AUDJPY,AUDJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,0.13012371159928002,0.0032913790466770503
NZDJPY,NZDJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,0.018055630948236406,0.003291379046677048
CHFJPY,CHFJPY,B,SHORT,2023-02-03 18:00:00,2023-02-03 18:30:00,spread_reduced,Pseudo,0.004317786838884767,0.0032913790466770486
USDJPY,USDJPY,B,SHORT,2023-02-06 09:25:00,2023-02-06 09:35:00,spread_reduced,Pseudo,0.031248070342974426,0.003013664536723227
EURJPY,EURJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 15:20:00,spread_reduced,Pseudo,-0.22723836417309906,-0.0030854632362701476
GBPJPY,GBPJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 15:20:00,spread_reduced,Pseudo,-0.02256850305252615,-0.0030854632362701606
AUDJPY,AUDJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 15:20:00,stop,Pseudo,-0.5183033295274772,-0.0030854632362701485
NZDJPY,NZDJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 15:20:00,spread_reduced,Pseudo,-0.34549390355361387,-0.0030854632362701502
CHFJPY,CHFJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 15:20:00,spread_reduced,Pseudo,-0.04189098650434857,-0.0030854632362701507
USDJPY,USDJPY,B,LONG,2023-02-06 13:50:00,2023-02-06 18:20:00,spread_reduced,Real,0.208300001622234,-0.0032309343200492982
USDJPY,USDJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Pseudo,0.21624542279776357,0.0033028286694043686
EURJPY,EURJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Pseudo,-0.09306238784630624,0.0033028286694043764
GBPJPY,GBPJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Real,0.01784245609748325,0.003302828669404364
AUDJPY,AUDJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Pseudo,-0.3439431037130699,0.0033028286694043755
NZDJPY,NZDJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Pseudo,-0.3761290075719274,0.0033028286694043742
CHFJPY,CHFJPY,B,SHORT,2023-02-07 08:25:00,2023-02-07 09:20:00,spread_reduced,Pseudo,-0.2927733379437525,0.0033028286694043734
USDJPY,USDJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Real,0.8954148020665816,0.003012287481445242
EURJPY,EURJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Pseudo,0.6583553274703096,0.003012287481445249
GBPJPY,GBPJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Pseudo,0.24960292375608706,0.0030122874814452368
AUDJPY,AUDJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Pseudo,0.20122952434124358,0.003012287481445248
NZDJPY,NZDJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Pseudo,0.3485276249810728,0.0030122874814452467
CHFJPY,CHFJPY,B,SHORT,2023-02-07 13:45:00,2023-02-07 17:40:00,spread_reduced,Pseudo,0.3973384977081218,0.003012287481445246
USDJPY,USDJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.32007072834844275,-0.0031326093869126093
EURJPY,EURJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.2683288354247508,-0.003132609386912603
GBPJPY,GBPJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.2175180398244862,-0.003132609386912615
AUDJPY,AUDJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.15788423874774082,-0.0031326093869126033
NZDJPY,NZDJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.15664706938095518,-0.003132609386912605
CHFJPY,CHFJPY,B,LONG,2023-02-08 02:25:00,2023-02-08 03:20:00,spread_reduced,Pseudo,-0.27953380700198227,-0.0031326093869126054
USDJPY,USDJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Both,-0.3805336833164012,-0.0030795221347810343
EURJPY,EURJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Pseudo,-0.1586806015084393,-0.003079522134781027
GBPJPY,GBPJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Pseudo,-0.17307289186145142,-0.003079522134781039
AUDJPY,AUDJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Pseudo,0.08024906971948464,-0.003079522134781027
NZDJPY,NZDJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Pseudo,0.010996275890666023,-0.0030795221347810296
CHFJPY,CHFJPY,B,LONG,2023-02-09 01:25:00,2023-02-09 02:50:00,spread_reduced,Pseudo,-0.1957651140108337,-0.00307952213478103
USDJPY,USDJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,-0.35345488880918674,0.003932172066324749
EURJPY,EURJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,-0.1071241949710163,0.003932172066324756
GBPJPY,GBPJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,-0.36367636515825347,0.003932172066324744
AUDJPY,AUDJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,-0.49636289387133825,0.003932172066324755
NZDJPY,NZDJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,-0.3266646404743353,0.003932172066324753
CHFJPY,CHFJPY,B,SHORT,2023-02-10 07:15:00,2023-02-10 09:15:00,spread_reduced,Pseudo,0.06756953075887084,0.003932172066324753
USDJPY,USDJPY,B,LONG,2023-02-10 10:00:00,2023-02-10 11:15:00,spread_reduced,Real,0.02768957637633296,-0.004865789959069293
EURJPY,EURJPY,B,LONG,2023-02-10 10:00:00,2023-02-10 11:15:00,spread_reduced,Real,-0.02121314215967433,-0.004865789959069288
AUDJPY,AUDJPY,B,LONG,2023-02-10 10:00:00,2023-02-10 11:15:00,spread_reduced,Real,-0.11010968942763248,-0.004865789959069287
NZDJPY,NZDJPY,B,LONG,2023-02-10 10:00:00,2023-02-10 11:15:00,spread_reduced,Real,-0.1598090462341939,-0.004865789959069291
CHFJPY,CHFJPY,B,LONG,2023-02-10 10:00:00,2023-02-10 11:15:00,spread_reduced,Real,0.055954968046075436,-0.00486578995906929
