str_thr,acf_pos,acf_neg,trades,win_rate,pf,total_pnl,max_dd,t_trades,t_wr,t_pf,m_trades,m_wr,m_pf,trend_pct,mr_pct
0.0008,0.05,-0.15,447,0.19015659955257272,0.14847733013803344,-20.498882384820508,-20.49776664774486,335.0,0.14328358208955225,-18.218866706084306,112.0,0.33035714285714285,-2.2800156787362025,1.0046374403364053,58.05532712181971
0.0005,0.02,-0.15,1129,0.11514614703277236,0.14787168538012144,-49.023481073718955,-48.97908768156782,1060.0,0.10660377358490566,-47.05707551156583,69.0,0.2463768115942029,-1.9664055621531285,1.0046374403364053,58.05532712181971
0.0008,0.08,-0.15,339,0.20058997050147492,0.145709428266662,-15.993559735359035,-15.992443998283392,227.0,0.13656387665198239,-13.713544056622833,112.0,0.33035714285714285,-2.2800156787362025,1.0046374403364053,58.05532712181971
0.0005,0.15,-0.05,325,0.18461538461538463,0.13868133827482898,-12.555784974484101,-12.479482752152354,193.0,0.07253886010362694,-9.710417076205651,132.0,0.3484848484848485,-2.8453678982784503,1.0046374403364053,58.05532712181971
0.0008,0.1,-0.15,295,0.19322033898305085,0.13857946974409666,-13.614861478637197,-13.613745741561551,183.0,0.1092896174863388,-11.334845799900993,112.0,0.33035714285714285,-2.2800156787362025,1.0046374403364053,58.05532712181971
0.0005,0.15,-0.08,310,0.16451612903225807,0.13138689996935057,-12.413664198726497,-12.356876183053846,193.0,0.07253886010362694,-9.710417076205651,117.0,0.3162393162393162,-2.7032471225208465,1.0046374403364053,58.05532712181971
0.0003,0.02,-0.05,1852,0.1101511879049676,0.13017572060323754,-80.23944645024633,-80.19505305809511,1798.0,0.10511679644048944,-79.0958177632796,54.0,0.2777777777777778,-1.1436286869667245,1.0046374403364053,58.05532712181971
0.0003,0.02,-0.02,1859,0.11081226465841851,0.13011919834135618,-80.54016317496234,-80.49576978281112,1798.0,0.10511679644048944,-79.0958177632796,61.0,0.2786885245901639,-1.4443454116827459,1.0046374403364053,58.05532712181971
0.0003,0.02,-0.08,1846,0.10888407367280607,0.13010267666402425,-80.16150219580828,-80.11710880365712,1798.0,0.10511679644048944,-79.0958177632796,48.0,0.25,-1.0656844325286907,1.0046374403364053,58.05532712181971
0.0003,0.02,-0.1,1842,0.10857763300760044,0.13005739797805688,-80.09605733018614,-80.05166393803495,1798.0,0.10511679644048944,-79.0958177632796,44.0,0.25,-1.0002395669065467,1.0046374403364053,58.05532712181971
0.0003,0.02,-0.15,1830,0.10710382513661203,0.1297461217569741,-79.84862259474328,-79.8042292025921,1798.0,0.10511679644048944,-79.0958177632796,32.0,0.21875,-0.7528048314636715,1.0046374403364053,58.05532712181971
0.0005,0.05,-0.02,907,0.14002205071664828,0.12490671770200105,-39.54802650149775,-39.50363310934659,757.0,0.0977542932628798,-36.273767586664256,150.0,0.35333333333333333,-3.2742589148334944,1.0046374403364053,58.05532712181971
0.0005,0.05,-0.05,889,0.13498312710911137,0.12084955028646478,-39.1191354849427,-39.07474209279156,757.0,0.0977542932628798,-36.273767586664256,132.0,0.3484848484848485,-2.8453678982784503,1.0046374403364053,58.05532712181971
0.0005,0.15,-0.1,295,0.14576271186440679,0.12020863847270488,-12.513436294484777,-12.456648278812121,193.0,0.07253886010362694,-9.710417076205651,102.0,0.28431372549019607,-2.8030192182791236,1.0046374403364053,58.05532712181971
0.0005,0.05,-0.08,874,0.12700228832951946,0.11837620044440923,-38.977014709185106,-38.932621317033956,757.0,0.0977542932628798,-36.273767586664256,117.0,0.3162393162393162,-2.7032471225208465,1.0046374403364053,58.05532712181971
0.0005,0.05,-0.1,859,0.119906868451688,0.11475433479866204,-39.07678680494338,-39.03239341279223,757.0,0.0977542932628798,-36.273767586664256,102.0,0.28431372549019607,-2.8030192182791236,1.0046374403364053,58.05532712181971
0.0005,0.05,-0.15,826,0.11016949152542373,0.11161237729649906,-38.24017314881739,-38.19577975666624,757.0,0.0977542932628798,-36.273767586664256,69.0,0.2463768115942029,-1.9664055621531285,1.0046374403364053,58.05532712181971
0.0005,0.15,-0.15,262,0.1183206106870229,0.11036082689560085,-11.67682263835878,-11.619893308201398,193.0,0.07253886010362694,-9.710417076205651,69.0,0.2463768115942029,-1.9664055621531285,1.0046374403364053,58.05532712181971
0.0003,0.15,-0.02,384,0.11458333333333333,0.10746220717739012,-16.622987404810797,-16.577413537157568,323.0,0.08359133126934984,-15.178641993128048,61.0,0.2786885245901639,-1.4443454116827459,1.0046374403364053,58.05532712181971
